session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,diff_time1,diff_time2,diff_time3,diff_time4,diff_time5,diff_time6,diff_time7,diff_time8,diff_time9,diff_time10,user_id
1374,381,381,381,381,139,381,457,457,1294,457,2,1,1,5,0,12,15,0,13,8,39
1375,457,457,1294,457,457,457,457,99,457,457,4,12,4,10,7,9,2,2,8,4,39
1376,457,457,457,31,457,457,1294,231,23,37,5,11,2,3,5,15,7,130,0,1,39
1377,23,2,199,589,441,589,385,589,385,589,10,2,0,0,1,0,1,0,1,14,39
1378,189,189,199,441,189,1230,1949,385,189,1230,1,0,0,1,0,2,0,0,0,1,39
1379,189,3,2,9,385,189,189,441,199,385,10,2,13,14,4,4,0,0,1,0,39
1380,189,189,99,189,189,441,199,385,189,385,1,23,35,1,0,0,0,1,6,18,39
1381,51,189,5,189,18,441,199,17,385,199,50,1,0,0,0,0,0,1,20,0,39
1382,441,385,189,284,228,123,70,70,70,70,0,1,133,37,8,18,1,1,1,30,39
1383,748,39,70,257,70,70,70,44,41,70,52,3,0,2,3,1,20,19,0,1,39
1384,231,44,70,82,2,794,794,794,794,794,2,1,10,79,1,1,1,1,1,1,39
1385,794,95,22,5,108,90,118,2,388,3691,16,15,0,0,0,0,0,0,1,0,39
1386,2,2611,90,73,17,118,2611,102,18,108,0,0,0,1,0,0,0,0,0,0,39
1387,22,45,5,90,1301,298,5,102,2,118,0,0,0,0,1,0,0,0,0,0,39
1388,402,31,436,1430,1419,2720,1419,436,2965,1722,1,0,0,0,0,1,0,0,0,0,39
1389,3032,2754,4281,2865,2683,22,2743,2788,436,5,0,0,0,1,0,0,0,0,0,0,39
1390,1430,90,20,51,4,9,2,31,6,10,16,14,40,19,67,1,15,5,0,248,39
1391,537,123,9,210,15,72,2,1451,3417,3512,4,127,270,5,0,10,0,1,0,0,39
1392,1179,1290,1451,3054,1179,801,1290,3026,1290,3054,0,0,0,1,0,0,0,8,0,1,39
1393,3026,1290,1179,1179,1179,1179,1179,1290,1179,51,11,0,1,1,1,1,10,4,23,80,39
1394,325,23,37,23,3,2,9,51,2,3,12,0,1,17,2,63,185,145,2,0,39
1395,31,58,136,58,3,36,2,92,36,158,0,1,0,0,6,0,1,0,0,0,39
1396,3,15,301,3,73,36,139,9,2,2,1,0,0,0,1,24,131,0,9,2,39
1397,36,92,3,120,105,36,92,414,158,3,0,0,0,13,6,1,0,0,0,0,39
1398,36,1072,52,36,120,92,36,3,198,198,1,1,3,1,0,0,0,94,1,1,39
1399,198,4689,198,567,567,1103,198,198,51,9,0,1,3,1,11,1,1,16,12,7,39
1400,198,852,982,941,988,16,16,16,16,10,0,0,0,0,11,1,1,1,7,0,39
1401,16,16,16,16,16,105,16,16,16,16,1,2,1,1,1,1,14,1,1,1,39
1402,16,16,16,16,16,16,16,16,16,16,1,1,1,1,2,1,1,1,1,1,39
1403,16,16,16,16,16,16,16,16,16,16,1,1,1,1,2,1,1,1,1,1,39
1404,16,16,16,16,16,16,16,16,16,16,1,1,1,4,1,3,5,1,1,1,39
1405,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,2,39
1406,16,16,16,16,16,16,16,16,16,16,1,1,1,1,3,1,2,1,1,1,39
1407,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1408,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,2,1,39
1409,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1410,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1411,16,16,16,16,16,16,16,16,16,16,2,1,1,1,1,1,1,2,1,7,39
1412,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,2,39
1413,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1414,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1415,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,3,39
1416,16,16,16,198,16,16,612,16,1136,612,6,1,47,45,1,0,1,0,0,1,39
1417,16,612,51,81,164,317,163,183,168,163,0,28,71,1,0,0,0,0,1,0,39
1418,168,61,9,81,43,93,93,93,93,93,4,6,7,0,7,2,3,1,4,51,39
1419,43,51,3,9,45,2,102,171,1177,248,202,223,1,1,0,0,0,0,0,0,39
1420,146,171,464,102,73,248,301,102,73,605,1,0,0,0,0,1,0,0,1,0,39
1421,73,102,18,146,2,17,102,248,171,6,0,1,0,0,0,0,0,0,1,0,39
1422,2768,22,146,171,102,5,53,3517,171,102,0,0,0,0,0,1,0,0,0,0,39
1423,1627,4497,1627,22,102,874,171,73,171,1627,1,0,1,0,3,0,2,0,0,0,39
1424,2733,171,102,2733,22,17,18,5,4507,53,1,0,0,1,1,0,0,1,1,0,39
1425,126,22,171,3386,2642,3870,2100,2642,73,2580,0,7,1,0,0,1,0,0,1,1,39
1426,22,18,17,5,126,53,22,20,37,23,1,0,0,1,0,1,19,8,0,65,39
1427,22,51,2,31,10,6,9,2,104,1446,10,34,8,6,23,63,303,1,0,1,39
1428,1446,3,104,1446,104,104,3,58,104,104,0,0,19,0,1,0,0,1,3,1,39
1429,104,104,1446,3,58,104,51,3,2,9,1,0,1,0,3,12,127,11,1,703,39
1430,51,9,23,37,23,325,2,4815,2,49,12,277,0,1,163,94,1,222,0,0,39
1431,69,49,49,2,49,66,139,113,9,51,1,7,204,38,0,153,0,39,107,385,39
1432,109,109,109,109,109,109,109,109,109,109,1,1,1,1,1,1,1,1,1,1,39
1433,109,109,109,109,109,109,109,109,109,109,1,1,1,1,1,1,1,1,1,2,39
1434,109,109,109,109,109,2,54,63,63,86,1,1,1,1,27,1,0,1,0,0,39
1435,143,54,2,86,54,143,778,54,86,2,0,0,1,0,0,0,1,0,344,1,39
1436,488,130,22,606,503,378,580,2,664,5,0,0,0,0,0,0,0,1,0,0,39
1437,52,656,664,52,664,67,130,53,1021,5,0,1,0,1,0,0,0,1,0,0,39
1438,664,3200,22,664,2,845,656,31,3200,845,1,0,0,0,0,0,0,1,0,0,39
1439,298,845,664,22,53,45,3,599,18,664,2,0,1,0,0,0,0,1,0,0,39
1440,845,67,17,845,5,987,5,20,37,23,1,0,1,2,1,0,27,67,0,1,39
1441,23,6,10,9,51,9,23,37,23,325,76,1,122,947,252,386,0,1,84,172,39
1442,49,66,72,15,2,3,15,52,664,599,0,175,0,15,0,2,43,3,0,8,39
1443,856,30,33,9,325,27,4,10,51,3,107,1,0,10,1,0,1,0,0,1,39
1444,21,2,104,22,58,6,58,3,45,18,34,12,0,0,1,0,1,0,0,0,39
1445,104,130,17,104,104,5,53,104,58,130,0,0,1,1,0,0,25,1,0,0,39
1446,22,104,3,53,18,136,104,130,17,45,0,0,1,0,0,0,0,0,0,0,39
1447,58,5,686,104,686,58,104,933,686,933,1,13,0,1,0,0,0,1,0,3,39
1448,20,2,842,281,226,2535,659,842,842,659,39,1,0,0,0,1,0,1,0,1,39
1449,842,20,3,2,10,6,37,23,2,649,29,33,2,21,28,847,0,138,4,0,39
1450,606,1370,45,580,503,6,2,2185,120,1370,0,0,0,0,0,0,1,0,0,1,39
1451,1167,2,120,130,2314,18,17,5,1370,53,0,0,0,0,1,0,0,0,0,1,39
1452,2650,3,67,3,1370,3,53,20,2,6,1,1,0,1,0,19,9,115,29,0,39
1453,10,49,66,49,66,49,66,49,66,49,83,0,1,24,0,320,1,109,0,3,39
1454,66,49,49,66,49,66,66,49,66,49,0,38,0,1,0,99,0,136,0,7388,39
1455,80,494,15,72,15,15,37,23,15,15,18,0,0,1,1,8,0,17,10,141,39
1456,10,21,3,6,52,17,5,39,123,45,0,25,10,31,0,0,23,72,20,1,39
1457,315,210,2,881,1164,881,881,1164,299,553,5,9,2,0,1,5,0,8,1,0,39
1458,1049,410,299,31,818,299,410,553,818,3236,0,0,1,0,0,0,0,1,5,2,39
1459,348,1854,106,632,174,106,247,1180,174,174,1,1,1,0,0,0,0,11,2,3,39
1460,494,9,10,77,64,3,2,6,39,299,0,1,0,3,125,1,0,315,70,1,39
1461,299,818,128,87,215,299,299,1049,299,818,0,1,7,0,37,1,0,1,0,1,39
1462,818,410,299,1608,765,559,353,1049,299,818,97,0,7,0,0,0,6,0,1,52,39
1463,1788,299,410,818,299,410,818,107,184,41,12,0,1,0,0,1,33,2,0,1,39
1464,52,307,41,82,41,184,85,82,44,70,0,0,10,7,0,7,13,47,2,0,39
1465,44,44,99,70,70,70,748,333,159,228,1,0,0,1,2,1,1,7,5,35,39
1466,284,70,156,187,97,70,37,23,23,41,1,0,6,5,86,420,0,1,1291,0,39
1467,70,231,82,228,95,494,21,10,51,6,1,13,46,55,247,101,19,0,2,0,39
1468,3,123,537,77,37,23,23,494,23,37,5,11,42,17,0,1,43,1710,0,962,39
1469,72,15,3236,6,123,77,494,37,23,4800,0,163,12,0,1,50,609,0,1580,77633,39
1470,425,425,60,60,80,67,813,60,60,15,1,65047,2,6,0,13,25,2,9,0,39
1471,72,15,67,15,15,2,139,113,2,31,1,12,6,1,115,1,1,9,1,0,39
1472,1430,436,2,1722,2312,3032,2720,2865,1430,436,0,1,0,0,0,0,0,0,0,0,39
1473,1419,2965,2754,58,2788,2683,3,1430,2743,22,0,1,0,1,0,0,0,0,0,0,39
1474,5,31,436,2,58,22,31,1430,4049,58,0,0,0,0,1,0,0,0,0,1,39
1475,107,36,120,67,58,36,3,92,36,3,0,0,0,1,0,0,0,1,0,1,39
1476,36,3,36,158,3,58,136,58,58,174,0,1,0,2,0,0,1,1,0,0,39
1477,5,58,36,36,880,737,67,454,661,212,1,1,1,1,0,0,0,0,0,0,39
1478,481,246,20,27,21,39,30,33,649,120,0,18,6,0,3,3,1,44,0,0,39
1479,1370,130,503,2,606,45,22,2185,580,1167,0,0,0,0,0,0,0,0,1,0,39
1480,130,2,2314,1370,503,649,5,120,17,53,0,0,0,0,0,0,0,1,0,0,39
1481,18,22,120,5,1370,3,15,3,2650,23,0,0,0,0,2,1,0,0,10,0,39
1482,37,23,664,488,503,378,606,580,656,664,1,12,1,0,0,0,0,0,0,1,39
1483,31,656,503,664,664,845,52,298,130,20,0,0,0,1,0,1,0,1,1,0,39
1484,845,5,664,53,3,599,1021,845,664,845,0,0,0,0,0,0,1,0,2,2,39
1485,22,45,3,18,22,53,17,987,5,664,0,0,1,0,0,0,3,0,1,28,39
1486,20,9,2,105,22,85,10,6,52,6,6,1,14,63,34,18,8,94,128,11,39
1487,66,49,66,49,39,257,9,198,198,198,1,48,0,42,12,15,182,2,1,1,39
1488,3536,198,198,852,982,941,198,198,988,16,0,38,1,0,0,0,1,0,15,1,39
1489,16,16,16,16,16,16,16,16,16,16,1,2,5,1,1,2,1,1,3,13,39
1490,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,3,2,1,39
1491,16,16,16,16,16,16,16,16,16,16,1,2,1,1,1,1,1,2,1,1,39
1492,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1493,16,16,16,16,16,16,16,16,16,16,1,1,3,1,1,2,1,3,1,2,39
1494,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,2,1,39
1495,16,16,16,16,16,16,16,16,16,16,1,1,2,2,1,2,1,1,1,1,39
1496,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1497,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1498,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,2,1,1,1,1,39
1499,16,16,16,16,16,16,16,16,16,16,2,1,1,1,1,1,1,1,1,1,39
1500,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1501,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1502,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,2,2,2,39
1503,16,16,16,16,16,16,16,16,16,16,2,2,1,4,1,1,2,1,3,2,39
1504,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,2,1,39
1505,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1506,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,2,1,1,1,39
1507,16,16,16,16,16,16,16,16,16,16,1,1,1,2,1,1,1,1,1,1,39
1508,16,16,16,16,16,16,16,16,16,198,1,1,1,1,1,1,1,8,43,177,39
1509,16,1136,612,16,16,612,66,49,9,23,0,1,0,2,0,102,0,376,43,0,39
1510,37,23,53,2,679,679,2516,53,53,22,1,166,136,1,1,0,0,2,3,0,39
1511,53,130,45,18,17,5,22,52,130,53,0,0,1,0,0,0,1,1,9,12,39
1512,53,9,22,53,2,6,81,164,183,163,70,23,1,42,15,130,0,0,1,0,39
1513,168,164,183,317,164,163,168,61,81,43,0,0,0,1,1,0,2,13,0,160,39
1514,43,53,170,4479,170,170,3774,2,3109,3109,18,1,0,1,1,0,37,0,1,20,39
1515,49,66,66,49,3,2,3,1406,2,175,0,117,1,28,6,1,0,1,1,0,39
1516,31,531,297,175,283,52,283,297,373,120,0,2,0,0,1,0,0,15,99,1,39
1517,120,9,2,49,66,66,49,2,3478,85,15,34,109,0,1,0,159,1,22,1,39
1518,496,53,53,53,53,15,72,2,104,933,18,11,7,30,131,0,17,4,0,0,39
1519,686,104,3,686,2,933,104,686,58,58,1,0,0,0,0,1,0,2,1,0,39
1520,3,58,686,4,53,203,2,1464,4489,1747,1,11,14,29,1,34,1,0,0,1,39
1521,22,1747,1747,3733,1747,37,23,20,3,213,0,1,0,5,22,0,3,26,1,1,39
1522,9,113,139,2,6,10,4,9,4,15,19,0,87,10,0,123,3,67,82,174,39
1523,494,3,77,2,263,263,80,80,263,263,0,1,66,0,1,2,1,29,1,78,39
1524,2,5,3,31,712,712,712,712,1445,2,1,0,0,0,1,4,4,43,0,2,39
1525,1445,1445,45,17,5,18,1445,181,1354,179,2,0,1,0,0,0,1,0,0,0,39
1526,40,101,179,40,40,1445,40,1445,1587,770,0,1,0,1,2,1,1,90,0,28,39
1527,49,66,49,66,66,49,49,66,3,9,0,1,0,2,0,1,0,38,1,1,39
1528,2,213,6,10,9,712,5,712,712,712,1,4,1,281,32,1,0,2,14,1,39
1529,712,712,712,5,712,5,712,712,5,712,10,1,0,17,0,12,1,0,109,1,39
1530,15,5,712,712,36,3,36,158,92,3,0,0,1,75,0,1,0,0,0,0,39
1531,174,3,170,170,36,92,3,36,73,158,1,1,1,61,1,0,0,1,0,0,39
1532,3,92,73,174,36,170,170,36,36,3,0,1,0,0,1,2,9,1,0,1,39
1533,92,36,36,293,349,36,36,3,92,170,0,1,1,0,9,1,0,0,1,0,39
1534,73,170,467,427,40,9,10,105,6,23,1,4,0,5,59,82,24,1,45,0,39
1535,37,9,66,49,2,209,15,2150,497,4707,607,18,0,34,1,0,0,0,0,0,39
1536,2515,789,494,4805,2515,3,15,2515,3,66,0,1,0,0,0,1,0,0,41,0,39
1537,49,3,9,2,209,3792,6,494,105,10,124,2,3,3,0,1,0,0,1,212,39
1538,9,9,4,9,960,960,960,960,2,9,759,372,69,460,1,9,146,13,130,441,39
1539,9,960,2,17,5,5,20,651,31,6,158,168,83,0,20,11,83,59,3,102,39
1540,3,3,5,465,465,170,465,465,465,465,1,8,62,1,0,1,71,1,2,18,39
1541,465,465,465,3,2,9,10,6,465,465,1,2,8,1,1,2,8,27,1,1,39
1542,465,465,465,465,465,465,465,465,465,465,73,1,18,18,12,1,1,2,1,4,39
1543,465,465,465,465,465,465,465,6,3,2,1,2,3,1,9,10,7,22,28,29,39
1544,465,9,9,4,960,3,9,2,465,465,54,1200,82,220,48,1,120,522,1,2,39
1545,465,213,20,3,1140,1140,9,2,6,27,127,91,52,31,1,62,3,5,584,0,39
1546,10,21,9,3,4,39,39,494,77,3,0,0,0,0,6350,25,485,2,0,1276,39
1547,77,494,51,10,3155,6,3,123,123,17,5,10,0,0,3,0,32,567,157,22,39
1548,17,5,20,213,6,10,31,3,2,1321,1,23,125,5,1,63,71,6,321,147,39
1549,3,2,105,3,2,105,17,5,123,717,12,162,171,1,120,46,0,56,59,745,39
1550,123,123,537,123,105,123,537,123,537,123,353,183,416,2802,96,326,1171,162,0,54572,39
1551,80,67,15,72,15,15,15,67,39,39,0,10,0,4,28,2,17,68,5,26,39
1552,37,23,660,4478,938,660,45,660,18,31,0,25,0,0,1,1,0,0,0,0,39
1553,17,21,5,27,3,30,33,9,6,10,1,0,24,5,0,1,95,48,1,116,39
1554,85,3,6,52,9,123,51,77,139,113,117,2,1,3,1,14,40,124,1,176,39
1555,51,529,529,325,4,80,72,15,15,15,2,1,39,0,455,4,0,2,14,2,39
1556,15,113,139,69,69,162,23,37,23,21,2,0,81,1,0,47,0,1,36,0,39
1557,27,3,30,10,33,6,9,39,3,6,5,0,1,1,5,1,61,307,3,0,39
1558,9,123,30,77,51,9,529,51,9,168,4,34,20,67,112,61,187,132,93,0,39
1559,183,317,163,164,81,168,163,61,81,43,0,0,0,0,1,0,5,14,0,104,39
1560,43,51,2,58,3,31,58,31,58,58,131,34,1,1,0,0,1,0,1,0,39
1561,3,5,80,58,5,246,90,118,2,67,1,0,0,1,2,143,0,0,1,0,39
1562,15,22,5,146,108,90,108,107,90,5,0,0,0,0,0,1,0,0,1,0,39
1563,17,18,22,90,45,102,108,118,3,213,0,0,0,0,0,0,1,15,0,0,39
1564,9,20,2,31,37,23,23,9,51,9,14,136,6,48,0,1,63,7,373,228,39
1565,51,244,244,66,49,66,49,66,49,9,68,201,261,2,1,0,26,0,34,229,39
1566,66,49,9,37,23,66,49,51,4,39,2,147,76,0,10,0,22,21,64,82,39
1567,2,58,3,58,345,524,3213,349,2,69,2,0,1,1,0,0,1,61,0,0,39
1568,49,49,325,3,9,2,15,72,2,3252,1,118,51,1,0,308,0,8,0,1,39
1569,3252,49,2,2,1859,31,1859,139,113,3,6,0,4,1,0,1,33,0,120,1,39
1570,9,2,9,51,9,37,23,23,9,9,0,206,228,177,255,0,1,161,378,246,39
1571,66,49,66,49,66,49,66,66,49,49,1,1,0,1,1,1,1,0,2,152,39
1572,9,49,66,9,9,51,37,23,4,2,144,0,273,377,108,72,0,39,40,1,39
1573,3,2524,104,58,175,31,2,2524,2,175,0,0,0,1,0,0,0,2,0,0,39
1574,283,283,52,297,58,3,58,345,524,2,1,0,0,1,1,0,1,0,0,1,39
1575,3,36,92,158,36,3,1880,128,15,36,0,0,0,1,0,0,0,0,1,0,39
1576,2,2,668,668,668,373,2524,668,85,496,1,1,3,1,3,0,0,15,1,82,39
1577,120,2,9,105,668,325,9,9,244,49,11,18,38,2,66,310,378,240,157,3,39
1578,49,49,49,9,49,49,49,113,139,49,2,2,2,0,1,1,165,0,145,0,39
1579,66,9,23,37,9,9,69,239,69,239,104,50,0,329,408,25,0,1,0,1,39
1580,614,239,69,2,1352,1352,66,49,9,51,0,0,153,0,1,142,0,94,125,253,39
1581,9,66,49,23,37,1352,1352,1352,1352,1352,132,0,83,0,58,1,1,1,1,124,39
1582,4,325,49,49,49,49,15,72,2,15,89,12,162,21,12,97,0,1,0,3,39
1583,27,10,21,9,3,4,6,49,66,49,0,0,0,0,0,0,224,0,594,0,39
1584,66,39,43,81,343,343,6,3,2,3,13566,41,0,1522,1,165,0,2,1413,481,39
1585,31,2,5,373,496,120,2,105,105,120,4,56,6,4,106,51,114,204,124,32,39
1586,5,3,2,105,39,80,107,41,184,41,19,2,4,587,55528,8,1,1,2,1,39
1587,52,307,72,15,15,82,41,41,184,85,0,2,0,2,7,3,1,0,5,9,39
1588,82,15,15,37,23,23,99,70,44,70,3,4,40,0,1,3,1,1,1,2,39
1589,333,44,159,284,70,187,97,156,27,21,0,7,7,0,41,9,6,44,0,9,39
1590,30,33,6,9,39,70,4,70,3,70,4,11,0,16,1,0,1,6,20,2,39
1591,44,70,70,77,228,70,44,10,6,24,2,2,7,105,0,0,15,1,0,120,39
1592,123,39,257,51,41,231,70,82,95,51,13,11,39,38,1,0,12,102,87,13,39
1593,9,64,177,5,3,15,3,64,5,15,317,0,0,0,1,0,1,1,0,0,39
1594,3,177,64,177,64,15,5,3,177,106,0,0,1,1,0,0,0,0,1,0,39
1595,260,113,64,177,64,177,2,31,2131,22,1,0,2,0,1,54,1,0,1,0,39
1596,2131,3541,22,2131,107,67,64,20,537,123,0,2,0,1,0,3,27,33,17,5,39
1597,1076,105,348,2,3,9,1324,6,10,51,28,1,55,0,2,4,0,0,26,14,39
1598,298,198,198,198,198,587,198,198,3249,198,197,1,1,1,1,0,1,0,11,4,39
1599,198,198,852,988,198,982,941,16,16,16,1,0,1,0,0,0,11,1,1,1,39
1600,16,16,16,16,16,16,16,16,16,16,1,3,1,1,2,1,1,3,24,1,39
1601,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,2,1,1,1,1,39
1602,16,16,16,16,16,16,16,16,16,16,1,1,2,1,1,1,1,1,1,1,39
1603,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,3,1,1,39
1604,16,16,16,16,16,16,16,16,16,16,2,1,5,1,1,1,1,1,1,1,39
1605,16,16,16,16,16,16,16,16,16,16,1,1,2,2,1,1,2,1,1,1,39
1606,16,16,16,16,16,16,16,16,16,16,2,1,2,1,1,1,1,1,1,1,39
1607,16,16,16,51,16,16,16,16,16,16,1,1,0,1,1,1,1,1,1,1,39
1608,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1609,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1610,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1611,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,1,39
1612,16,16,16,16,16,16,16,16,16,16,1,1,1,2,1,1,8,1,1,1,39
1613,16,16,16,16,16,37,16,23,23,16,1,1,1,1,2,0,0,2,0,1,39
1614,23,16,16,16,16,16,16,16,16,16,0,3,1,1,1,1,1,1,1,1,39
1615,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,2,1,39
1616,16,16,16,16,16,16,16,16,16,16,1,1,1,1,1,1,1,1,1,2,39
1617,16,16,198,198,198,587,3249,198,198,982,6,19,2,1,0,0,11,3,1,0,39
1618,941,852,198,988,198,16,16,16,16,16,0,0,1,0,6,1,3,1,19,31,39
1619,198,9,113,139,16,16,612,1136,612,51,40,4,0,9,1,0,0,1,212,480,39
1620,51,43,9,51,3,960,2,960,960,3,298,195,107,8,0,0,1,1,0,1,39
1621,960,3,2,9,325,37,23,23,2,72,166,2,1,164,42,0,1,32,1,0,39
1622,3881,15,1292,960,2584,17,45,18,22,52,0,0,0,0,1,0,0,0,1,0,39
1623,5,1464,976,22,20,2,2,22,4044,2,0,0,0,30,78,1,7,58,4,0,39
1624,672,672,672,2,3,58,31,58,3,58,1,1,81,1,0,0,1,0,1,4,39
1625,2,2,1729,1729,2448,2,2448,2448,4574,2962,1,0,1,6,0,1,1,19,0,3,39
1626,2962,3,2,9,51,15,2,1583,120,685,130,1,0,108,122,3,1,0,0,0,39
1627,1361,1583,1361,1583,2,1361,120,1583,1583,80,1,0,1,109,1,0,0,1,25,7,39
1628,1918,1918,1918,1918,3,9,213,2,2,4513,1,2,5,18,2,0,141,77,1,0,39
1629,2,1789,3,1789,3,31,1789,598,481,341,0,0,1,0,0,1,2,0,0,1,39
1630,5,481,128,293,346,598,192,174,481,203,0,0,0,0,0,0,0,1,0,0,39
1631,598,661,1789,31,2,64,378,45,2317,5,0,1,2,0,1,0,0,0,1,0,39
1632,18,2317,378,17,2317,64,64,20,26,26,0,0,0,1,0,4,25,33,1,2,39
1633,26,26,26,26,26,26,26,26,26,26,2,1,2,1,2,1,35,1,2,1,39
1634,26,26,26,26,26,26,26,26,26,26,2,2,1,2,1,2,2,1,2,1,39
1635,26,26,26,26,26,3,26,26,26,26,2,2,2,1,2,0,1,2,1,2,39
1636,26,26,26,26,26,26,26,26,26,26,2,1,2,1,2,2,1,2,1,1,39
1637,213,9,2,26,26,26,26,26,26,26,1,0,0,2,1,2,1,3,1,2,39
1638,26,26,348,6,10,26,26,26,26,26,2,0,0,0,1,2,1,2,2,1,39
1639,26,26,26,26,26,26,26,26,26,26,2,1,2,2,1,2,1,2,2,1,39
1640,26,26,26,26,26,26,26,26,26,26,2,2,1,2,1,2,2,1,2,1,39
1641,26,26,26,26,26,26,26,26,26,26,2,2,1,2,1,2,2,1,2,1,39
1642,26,26,26,26,26,26,26,26,26,26,2,2,1,2,2,1,2,1,2,2,39
1643,26,26,26,26,26,26,26,26,26,26,2,1,2,1,2,2,1,2,1,2,39
1644,26,26,26,26,26,26,26,26,26,26,2,1,2,1,2,2,1,2,2,1,39
1645,26,26,26,26,26,26,26,26,26,26,2,1,2,2,1,2,1,2,2,1,39
1646,26,26,26,26,26,26,26,26,26,26,2,1,2,2,1,2,2,1,2,2,39
1647,26,26,15,26,26,26,26,26,26,26,1,1,1,1,2,2,1,2,2,1,39
1648,26,26,26,26,26,26,26,26,26,26,2,1,2,2,1,2,1,2,2,1,39
1649,26,26,26,26,26,26,26,26,26,26,2,1,2,2,1,2,2,1,2,2,39
1650,26,26,26,26,26,26,26,26,26,26,1,2,2,1,2,2,1,2,1,2,39
1651,26,26,26,26,26,26,26,26,26,26,2,1,2,2,1,2,2,1,3,1,39
1652,26,26,26,26,26,26,26,26,26,26,2,2,1,2,1,2,2,1,2,2,39
1653,26,26,26,26,26,26,26,26,26,26,1,2,2,1,2,1,2,2,1,2,39
1654,26,26,26,26,26,26,26,26,26,26,1,2,2,1,2,1,2,2,1,2,39
1655,26,26,26,26,26,26,26,26,26,26,1,2,2,1,2,2,1,2,1,2,39
1656,26,26,26,26,26,26,26,26,26,26,2,1,2,1,2,2,1,2,1,2,39
1657,26,26,26,26,26,26,26,26,26,26,2,1,2,1,2,2,1,2,1,2,39
1658,26,3,26,26,30,51,9,33,26,26,2,0,1,0,1,0,1,0,1,2,39
1659,26,26,26,26,26,26,26,26,26,26,2,1,2,2,1,2,1,2,1,1,39
1660,6,26,26,26,26,26,26,26,26,26,1,2,1,2,1,2,1,2,2,1,39
1661,26,26,26,26,26,26,26,26,26,26,2,1,2,2,1,4,2,1,2,2,39
1662,26,26,26,26,26,26,26,26,26,26,1,2,1,2,2,1,2,1,2,1,39
1663,4,26,26,26,26,26,26,26,26,26,1,1,2,1,2,2,1,2,1,2,39
1664,26,26,26,26,26,26,26,26,26,26,2,1,2,1,2,1,2,1,2,2,39
1665,26,26,26,26,26,26,26,26,26,26,1,2,1,2,1,2,1,2,1,2,39
1666,26,26,26,26,26,26,26,26,26,26,1,2,2,1,2,1,2,1,2,1,39
1667,26,26,26,26,26,26,26,26,26,26,2,1,2,1,2,1,2,1,2,1,39
1668,26,26,26,26,26,26,26,26,26,26,2,1,2,2,1,2,2,1,2,1,39
1669,26,26,26,26,26,26,26,26,26,26,2,1,2,1,2,1,2,1,2,2,39
1670,26,26,26,26,26,23,26,37,26,26,1,2,1,2,1,0,0,2,1,2,39
1671,26,26,26,26,26,26,26,26,26,26,1,2,1,2,1,2,2,1,2,1,39
1672,26,26,26,26,26,26,26,26,26,26,2,1,2,1,2,2,1,2,2,1,39
1673,26,26,26,26,26,26,26,26,26,26,2,1,2,1,2,1,2,1,2,1,39
1674,26,26,26,26,26,26,26,26,26,26,2,2,1,2,1,2,1,2,1,2,39
1675,26,26,26,26,26,26,26,26,26,26,1,2,1,2,23,2,1,1,15,2,39
1676,26,26,26,26,26,26,9,26,26,26,1,2,1,2,2,0,1,2,1,2,39
